%
@relation 'MegaSena'
@attribute Concurso real
@attribute DataSorteio real
@attribute 1Dezena real
@attribute 2Dezena real
@attribute 3Dezena real
@attribute 4Dezena real
@attribute 5Dezena real
@attribute 6Dezena real
@attribute ArrecadacaoTotal real
@attribute GanhadoresSena real
@attribute RateioSena real
@attribute GanhadoresQuina real
@attribute RateioQuina real
@attribute GanhadoresQuadra real
@attribute RateioQuadra real
@attribute Acumulado {SIM, NAO}
@attribute ValorAcumulado real
@attribute EstimativaPremio real
@attribute AcumuladoMegadaVirada real
@data
1459,12012013,2,6,35,30,52,34,44748336.00,1,13246202.09,147,17821.85,11563,323.66,NAO,0,13000000.00,1892314.64
1460,16012013,50,52,14,4,27,38,36815066.00,0,0,103,20925.78,7074,435.26,SIM,12296574.51,17000000.00,2459513.28
1461,19012013,44,31,49,54,36,47,45787974.00,0,0,99,27077.55,6683,573.02,SIM,17234665.08,23000000.00,3164954.80
1462,23012013,5,9,25,40,38,27,48551594.00,1,22470803.48,392,7251.21,12264,331.1,NAO,0,2000000.00,3912974.58
1463,26012013,40,22,13,29,48,28,27723126.00,0,0,46,35283.98,4520,512.97,SIM,2989852.91,6000000.00,4340096.43
1464,30012013,59,2,54,32,24,50,30500016.00,0,0,76,23495.23,5570,457.97,SIM,19117004.46,25000000.00,4810001.00
1465,02022013,11,6,53,44,16,26,46555048.00,0,0,117,23295.61,7939,490.45,SIM,24137821.57,30000000.00,5527260.60
1466,06022013,4,13,51,37,6,34,53181258.00,1,29873254.83,213,14617.47,15287,290.95,NAO,0,3000000.00,6346608.23
1467,09022013,41,53,26,23,52,24,28717388.00,1,3097080.96,75,22416.97,3925,611.92,NAO,0,1500000.00,6789048.38
1468,13022013,2,20,37,19,1,10,14302608.00,1,1542491.77,179,4677.95,6493,184.23,NAO,0,2000000.00,7009404.35
1469,16022013,4,56,54,13,35,58,27317922.00,0,0,105,15231.81,6920,330.16,SIM,14475394.97,19000000.00,7430283.35
1470,20022013,2,34,51,36,38,55,40807202.00,2,9438162.39,172,13889.98,9203,370.85,NAO,0,3000000.00,8058987.62
1471,23022013,58,33,36,40,25,10,27924488.00,0,0,92,17770.13,5159,452.7,SIM,3011569.17,6500000.00,8489211.81
1472,27022013,12,23,25,18,45,50,30118576.00,0,0,130,13563.89,7002,359.75,SIM,6259763.90,10000000.00,8953239.64
1473,02032013,60,12,57,58,33,2,38088322.00,0,0,121,18428.91,8300,383.8,SIM,10367470.95,15000000.00,9540054.94
1474,06032013,2,43,11,1,3,28,40567716.00,1,14742572.93,158,15031.99,11838,286.61,NAO,0,16000000.00,10165069.53
1475,09032013,13,12,51,37,48,44,38445112.00,1,16179244.60,111,20277.36,9065,354.7,NAO,0,3000000.00,10757381.79
1476,13032013,26,10,4,37,47,57,25578566.00,0,0,58,25819.12,4681,457.01,SIM,2758568.78,7000000.00,11151463.06
1477,16032013,50,59,56,46,3,4,33215034.00,0,0,58,33527.40,4036,688.3,SIM,6340706.88,10000000.00,11663197.09
1478,20032013,10,40,27,47,55,37,34163442.00,0,0,56,35716.33,4924,580.28,SIM,10025127.83,15000000.00,12189542.95
1479,23032013,57,21,54,48,50,60,40879372.00,0,0,59,40564.43,5006,682.98,SIM,26112714.84,32000000.00,12819359.12
1480,27032013,9,14,26,36,52,21,51049112.00,1,31618202.79,151,19792.67,11395,374.68,NAO,0,2500000.00,13605857.42
1481,30032013,40,27,55,17,28,44,22104474.00,0,0,46,28132.97,3154,586.15,SIM,2383898.76,5200000.00,13946414.38
1482,03042013,11,9,6,34,41,53,28043090.00,0,0,79,20782.22,5433,431.69,SIM,5408258.78,9000000.00,14378465.82
1483,06042013,55,53,1,35,56,39,35080218.00,0,0,53,38750.70,4817,609.08,SIM,9191551.17,13000000.00,14918936.18
1484,10042013,49,29,17,53,20,24,37284786.00,0,0,85,25680.65,7114,438.34,SIM,24978254.24,30000000.00,15493371.66
1485,13042013,30,59,27,36,4,54,52780898.00,0,0,212,14575.86,12408,355.77,SIM,30670509.92,37000000.00,16306551.06
1486,17042013,10,1,34,54,6,40,59964778.00,1,37137524.71,174,20176.24,12128,413.52,NAO,0,2500000.00,17230410.34
1487,20042013,4,17,23,28,9,53,27266336.00,0,0,198,8062.23,9593,237.72,SIM,2940589.52,6500000.00,17650494.57
1488,24042013,4,51,45,22,38,25,29223638.00,1,6092267.98,144,11881.33,7105,344,NAO,0,2800000.00,18100734.36
1489,27042013,48,15,24,28,1,26,26586222.00,1,2867241.35,86,18098.87,5462,407.09,NAO,0,17000000.00,18510340.29
1490,02052013,31,32,43,3,52,1,33584654.00,0,0,73,26934.64,4902,573.01,SIM,16896662.04,20500000.00,19027768.93
1491,04052013,56,6,45,60,26,50,39743064.00,0,0,74,31442.92,5450,609.9,SIM,21182827.87,25000000.00,19640078.34
1492,08052013,48,44,46,4,18,9,48938634.00,1,26460707.33,232,12349.72,12719,321.8,NAO,0,2400000.00,20394061.14
1493,11052013,30,24,12,49,7,27,27293590.00,2,1471764.39,137,11663.62,9075,251.54,NAO,0,2500000.00,20814565.27
1494,15052013,50,28,35,24,2,14,23860410.00,0,0,68,20542.92,5746,347.3,SIM,14329345.31,19000000.00,21182175.42
1495,18052013,13,49,4,44,14,57,40412652.00,0,0,140,16899.84,9828,343.91,SIM,18687724.13,24000000.00,21804800.99
1496,22052013,28,18,41,54,14,47,46072184.00,0,0,106,25446.39,8337,462.19,SIM,23656465.87,29000000.00,22514621.25
1497,25052013,58,7,27,45,4,5,50296330.00,0,0,252,11685.01,17540,239.82,SIM,29080768.61,34500000.00,23289521.66
1498,29052013,11,46,27,49,6,40,59252370.00,0,0,237,14636.95,14820,334.38,SIM,35470952.42,43000000.00,24202405.07
1499,01062013,26,37,8,22,54,33,70151904.00,1,43036617.07,295,13922.29,18276,321.03,NAO,0,22000000.00,25283214.32
1500,05062013,57,43,18,59,10,31,42334170.00,1,22610179.37,81,30598.43,7055,501.86,NAO,0,3000000.00,25935444.12
1501,08062013,13,37,54,7,29,1,29159100.00,1,3144718.24,238,7172.83,11210,217.55,NAO,0,3000000.00,26384689.60
1502,12062013,6,43,22,52,57,51,25980254.00,0,0,48,31688.04,3580,606.95,SIM,2801889.58,6000000.00,26784959.56
1503,15062013,36,22,42,3,16,4,31145306.00,0,0,111,16427.17,8448,308.34,SIM,6160813.94,10000000.00,27264805.91
1504,19062013,41,2,42,30,12,10,31656794.00,0,0,74,25045.42,5957,444.46,SIM,20439900.82,25000000.00,27752532.60
1505,22062013,32,1,6,9,16,2,41112500.00,0,0,263,9151.90,15199,226.23,SIM,24873756.07,29500000.00,28385940.50
1506,26062013,49,34,42,18,3,14,42530682.00,0,0,182,13681.20,10892,326.58,SIM,29460557.82,35000000.00,29041197.91
1507,29062013,46,24,51,50,56,52,54475754.00,0,0,93,34293.63,7021,648.93,SIM,35335598.46,42000000.00,29880489.43
1508,03072013,58,39,18,17,35,30,64928654.00,2,21168975.92,115,33054.59,10276,528.45,NAO,0,2500000.00,30880825.64
1509,06072013,27,51,1,46,59,6,27417412.00,0,0,71,22607.95,5633,407.08,SIM,18579983.72,22000000.00,31303237.45
1510,10072013,1,8,44,17,46,53,40363448.00,1,22933056.04,95,24874.70,9101,370.93,NAO,0,2700000.00,31925104.94
1511,13072013,8,29,31,4,17,45,28011126.00,0,0,138,11883.51,7658,305.92,SIM,3020912.81,6500000.00,32356663.93
1512,17072013,35,11,28,46,42,58,30521036.00,0,0,94,19009.23,5874,434.57,SIM,6312511.60,10000000.00,32826892.34
1513,20072013,31,57,17,56,28,58,35776730.00,0,0,44,47603.75,4837,618.61,SIM,10170920.65,14500000.00,33378093.65
1514,24072013,23,16,17,59,42,60,36074146.00,1,14061405.08,66,31999.66,6219,485.14,NAO,0,14000000.00,33933877.16
1515,27072013,59,49,13,18,4,14,33619702.00,1,15200594.63,111,17732.26,8567,328.21,NAO,0,2500000.00,34451845.80
1516,31072013,34,60,18,45,4,20,23933796.00,1,2581185.45,56,25021.69,3946,507.28,NAO,0,2500000.00,34820586.59
1517,03082013,45,38,52,17,7,56,26348906.00,0,0,60,25710.14,5366,410.68,SIM,2841647.55,6000000.00,35226536.24
1518,06082013,28,8,55,41,48,9,17340232.00,0,0,28,36256.85,2892,501.47,SIM,4711737.63,6700000.00,35493691.99
1519,08082013,6,23,56,15,5,59,26494284.00,0,0,72,21543.33,5886,376.46,SIM,16228282.25,21000000.00,35901881.44
1520,10082013,36,46,48,31,7,35,39252254.00,0,0,43,53442.81,5886,557.74,SIM,20461515.75,25000000.00,36506629.10
1521,14082013,18,30,14,11,33,39,44992102.00,1,25313774.00,134,19657.33,9266,406.1,NAO,0,2500000.00,37199808.87
1522,17082013,33,5,23,32,8,56,26124950.00,0,0,93,16446.20,6765,322.98,SIM,2817494.59,6000000.00,37602308.11
1523,21082013,25,39,44,41,31,22,29014322.00,0,0,61,27846.83,4254,570.44,SIM,5946598.97,9500000.00,38049323.03
1524,24082013,40,53,12,46,2,52,34940408.00,0,0,53,38596.27,4637,630.21,SIM,21532147.87,26000000.00,38587639.37
1525,28082013,30,46,35,54,26,2,42186772.00,0,0,67,36863.34,6260,563.63,SIM,26081860.01,32000000.00,39237598.27
1526,31082013,51,47,28,10,59,16,52522740.00,1,31746274.15,149,20637.37,10735,409.2,NAO,0,2500000.00,40046800.31
1527,04092013,32,44,42,48,16,36,23361580.00,0,0,92,14866.46,5439,359.23,SIM,2519473.73,5200000.00,40406725.15
1528,06092013,4,13,58,36,19,15,21722580.00,0,0,101,12591.67,7347,247.28,SIM,4862186.40,7500000.00,40741398.40
1529,11092013,35,17,15,34,49,11,30435704.00,1,8144582.40,75,23758.30,6622,384.4,NAO,0,15000000.00,41210312.13
1530,14092013,53,10,28,16,48,33,37650804.00,2,7800140.92,138,15973.07,9644,326.52,NAO,0,2500000.00,41790386.73
1531,18092013,24,41,12,42,44,13,23570024.00,0,0,108,12777.02,5944,331.64,SIM,2541953.77,5500000.00,42153523.00
1532,21092013,42,2,11,23,31,44,30240050.00,3,1934416.36,91,19455.14,5676,445.58,NAO,0,2500000.00,42619422.34
1533,25092013,29,21,47,57,13,34,22933224.00,0,0,89,15085.80,5659,338.93,SIM,2473276.87,5200000.00,42972747.62
1534,28092013,28,12,34,29,1,48,30240480.00,1,5734618.57,89,19892.61,6196,408.19,NAO,0,12300000.00,43438653.59
1535,02102013,55,25,9,8,54,41,33122518.00,0,0,63,30780.52,6058,457.28,SIM,13376862.66,17000000.00,43948962.26
1536,05102013,18,32,29,13,50,58,41562606.00,0,0,89,27340.47,7408,469.24,SIM,17859260.43,23000000.00,44589304.81
1537,09102013,6,56,33,50,51,10,49821730.00,1,23232379.04,209,13956.16,11870,351.04,NAO,0,2500000.00,45356893.20
1538,11102013,35,52,27,53,57,23,20060470.00,1,2163459.28,132,8897.35,5238,320.31,NAO,0,2500000.00,45665958.83
1539,16102013,10,49,8,58,20,26,24673116.00,0,0,53,27254.69,4366,472.64,SIM,14133639.10,17500000.00,46046090.11
1540,19102013,54,47,27,17,3,32,42597696.00,0,0,299,8340.81,14429,246.91,SIM,18727668.11,23000000.00,46702379.98
1541,23102013,37,5,24,44,49,58,46061530.00,0,0,205,13154.60,12026,320.34,SIM,23695260.85,29000000.00,47412036.10
1542,26102013,7,12,57,11,30,39,54891958.00,0,0,154,20868.02,11783,389.62,SIM,29615187.77,37000000.00,48257739.96
1543,30102013,30,7,23,20,15,41,66433014.00,0,0,182,21370.06,13138,422.91,SIM,36779781.70,45000000.00,49281253.40
